path,size_bytes,sha256,artifact_class,row_count
oaci/reports/C67_C66_DUAL_MODE_CACHE_CONSUMPTION.json,3263,fc467862c420baafd65ada219b6dd9bdc4b9b70e737bd6494731a582a17e4179,summary_json,
oaci/reports/C67_C66_DUAL_MODE_CACHE_CONSUMPTION.md,2796,7b741e1cc5397cf87a795ca7b12621f881326e8baf55812bf11ed6bb64b4b8a1,report,
oaci/reports/C67_RED_TEAM_VERIFICATION.md,1475,9e5266962a8f02ce0bca63232045050b7cf1d886c520d6d8ce0b1c53ad49f9a1,report,
oaci/reports/c67_tables/atom_trace_feasibility_from_c66_cache.csv,325,138abb647e8d47b7389a33cecb5120b1d1b4b7727c73c50eecdd1336006c8cf4,table,6
oaci/reports/c67_tables/authorized_cache_manifest_replay.csv,568,675ffd0124dac012e78bbcdc27c2ce3f5ca0cd072fb8bedae0688c06f7cd4519,table,2
oaci/reports/c67_tables/c66_artifact_reconciliation.csv,944,ba8e13b5d1e6ecef80e085c2c4a0e2d7b079d4c67a4dbb1927a0a161ff20d9d6,table,7
oaci/reports/c67_tables/c66_commit_reconciliation.csv,842,b1eaf9255f0a53025f2dfed98f65dbf6302fe567c9937b3c342fa66c49087954,table,9
oaci/reports/c67_tables/c66_dual_mode_provenance_ledger.csv,900,e1ead4857b5a2d7f6de1c62ff92dd0f28ebf945a84a9615833a042f514de0748,table,2
oaci/reports/c67_tables/cache_integrity_summary.csv,705,091d635644ece3d41f102743abfab9b6698dc585966eda35c880430b27e535e2,table,11
oaci/reports/c67_tables/cache_schema_inventory.csv,732,a0ae3a13557fe7a9f4dce23ea01aaa74d9e44c037beb5670a97501108eea036a,table,25
oaci/reports/c67_tables/checkpoint_trial_mapping_audit.csv,1709,885a857b59324da9570fa6731d0043e33e530bd90081f6896c21b214e152bb08,table,6
oaci/reports/c67_tables/conditional_cs_variable_map.csv,593,ca70ce393ada5fe26a623e5a7959fdb2979f12d3d27da2d910bcf8e2bbad8055,table,4
oaci/reports/c67_tables/cs_bandwidth_sensitivity.csv,272,6f209ff2e9e0019c31e6fed2732cea1c0bdfa0b82712bb00a62a46ea73b59e41,table,4
oaci/reports/c67_tables/cs_bandwidth_stress.csv,272,6f209ff2e9e0019c31e6fed2732cea1c0bdfa0b82712bb00a62a46ea73b59e41,table,4
oaci/reports/c67_tables/cs_estimator_feasibility_ledger.csv,417,12d384e985acb579aa1e1f66d6ff4f0bbec363bafb2e8186e07d8f66291c5c47,table,6
oaci/reports/c67_tables/cs_null_summary.csv,199,00d7b2784aa1fb907a535d4c14a702b3dc60794b8c7eca7c3bf4ace30b06831f,table,1
oaci/reports/c67_tables/cs_variable_availability_ledger.csv,593,ca70ce393ada5fe26a623e5a7959fdb2979f12d3d27da2d910bcf8e2bbad8055,table,4
oaci/reports/c67_tables/device_runtime_audit.csv,190,ce0ed5be44e78d123a4d7fe5365e242ed6627e429072dd5d5e1bb2f326ccfec8,table,4
oaci/reports/c67_tables/field_availability_ledger.csv,2441,cf3ff31ac85e30d391eb6d41ddb442a3da99649bc15837a0f916e9bc046df072,table,24
oaci/reports/c67_tables/forbidden_claim_scan.csv,641,8b8f4fd9b26697c4bd99e389282e07e6bf7863a8dae65134d668afc68bc0653b,table,13
oaci/reports/c67_tables/label_dependency_ledger.csv,2441,cf3ff31ac85e30d391eb6d41ddb442a3da99649bc15837a0f916e9bc046df072,table,24
oaci/reports/c67_tables/label_quarantine_audit.csv,256,cdbf967f4f983176c98a62ae12a8e33972d36cc2f02a3cef5ba2b42cb13a7d4c,table,3
oaci/reports/c67_tables/label_view_unit_test_summary.csv,579,490400a3daccd63f43759636d748259aa495de9929e5b33f357ae3a1f1b0e868,table,5
oaci/reports/c67_tables/masked_view_contract.csv,593,20391b8b88d1156c114328b2ca45abd6b58d90e06f7a1c046fd356f56f2f1a05,table,5
oaci/reports/c67_tables/red_team_failure_ledger.csv,980,1760689f2fd05368bdf7deeaa225c9c990abc609574e4608168b543d3e8ee01a,table,12
oaci/reports/c67_tables/representation_hook_gap_ledger.csv,295,686eb6ec5d5c26324ebbbca5638366538e3fcd241440571bd7af7a1dd43d2b23,table,3
oaci/reports/c67_tables/sample_level_cs_smoke_summary.csv,316,35ab7f71eb616e792063a5c7f62bc6af18ad2ebdfeab55a0e40ef0235fa78caa,table,1
oaci/reports/c67_tables/schema_validation_summary.csv,1226,ab9446ae28d019b905d60f01f16f00237d3e178d7563622f21215af32ac4a233,table,32
oaci/reports/c67_tables/split_label_failure_ledger.csv,287,732cd1577a306b40af3a6c72a9f8c3396b5ef5ccc4cae1f0cbc96f3349c5f715,table,3
oaci/reports/c67_tables/split_label_null_summary.csv,164,1f2fc25470a6aa478aa2aaf4213f5d61487c286550a56c07648d420a52e64890,table,1
oaci/reports/c67_tables/split_label_smoke_summary.csv,366,1747063172e8e4039a795c02d341a63bc919f87e9d41e5063690a023f4c19e7a,table,1
oaci/reports/c67_tables/split_label_split_manifest.csv,513,a7a1a5877c9b4c5d746a09b7e6833cf0fc52f5a8ddde89e323bf78b1a6b7b46b,table,3
oaci/reports/c67_tables/test_command_manifest.csv,545,c1c7deec73b77672df461b582994aab323b04e3cb004a19f693004ecf14c6de6,table,4
oaci/reports/c67_tables/trial_cache_integrity_summary.csv,705,091d635644ece3d41f102743abfab9b6698dc585966eda35c880430b27e535e2,table,11
oaci/reports/c67_tables/trial_cache_schema_signature.csv,732,a0ae3a13557fe7a9f4dce23ea01aaa74d9e44c037beb5670a97501108eea036a,table,25
