path,size_bytes,sha256,artifact_class,row_count
oaci/reports/C66_RED_TEAM_VERIFICATION.md,1710,1689738c06f9c58f3a72bb63ef36bd894794b66d71dda6ee6d9ecaf44eed973a,report,
oaci/reports/C66_REINFERENCE_ONLY_TRIAL_CACHE_MICROCAMPAIGN.json,2975,5fc5bc0eac20739a3a21620c21f95dcfd0575b8d07de34bed35d5e2b7dc1a6af,summary_json,
oaci/reports/C66_REINFERENCE_ONLY_TRIAL_CACHE_MICROCAMPAIGN.md,2405,1a8dfe96521448abcab1102704e0f46c28c5aee6bc6db6a9573c81e4d6265f6b,report,
oaci/reports/c66_tables/atom_trace_hook_feasibility.csv,319,8ee30d404eb365fac14eb815c0f2e8b232b2dfe60a7571df024e335b1d351666,table,6
oaci/reports/c66_tables/authorization_ledger.csv,570,b8575fe3bf295be7a4ec9bde68cd3ca42771a33895cae50f7c2668ca00392914,table,7
oaci/reports/c66_tables/c66_gate_decision.json,1153,ba3c0c6e0fa697464d8d3c48dfa5eb74bd77576797d3190c6eb717fe4ac7f05e,summary_json,
oaci/reports/c66_tables/cache_external_manifest.csv,334,945f50a5837d1ef199a8eda9849bbe64f159c923b1d1eae2a7086e694f379a3e,table,2
oaci/reports/c66_tables/cache_field_availability_ledger.csv,930,c69f84dd1958bd430bb25f9e1837e00402a46b9576564544008e6f0e72942a52,table,29
oaci/reports/c66_tables/cache_payload_plan.csv,497,b2d65fe81c1de2be2288bf7f93527fb745085c7b8997fea4464d5c720f9a7a25,table,4
oaci/reports/c66_tables/checkpoint_mapping_replay.csv,6009,3e50b2bca023ef7ba9ad833e327c711fe64dcd7727c9948ed40fffd303435275,table,162
oaci/reports/c66_tables/conditional_cs_variable_map.csv,700,878ce0fd7b211e5697370bfd014b7e7cb1bbd5851182834e94ac44a0ca4e9a8f,table,4
oaci/reports/c66_tables/cpu_torchload_abi_sample.csv,2339,a0a26213800461d62e3f313e95073319ea987ea322ef6d9b04d40f1cfff664c0,table,6
oaci/reports/c66_tables/dataset_split_contract.csv,674,2bf9d24855b98408dfb8853286abf5da44121aefa4f45714890e16012686a808,table,9
oaci/reports/c66_tables/forbidden_claim_scan.csv,522,1c3ff771861c0e61974442013426b793f4d6163ecad240e24159e826d75166cb,table,15
oaci/reports/c66_tables/frozen_store_integrity.csv,545,2f893d04ca898055397f69efafabf495dc62017427f69ebb54a2a0eebe0abcd5,table,9
oaci/reports/c66_tables/label_quarantine_contract.csv,597,32a3b0e18b78d86058bedaec80b9fbd906edd16ae3a7a1a0cf829639d7401590,table,5
oaci/reports/c66_tables/microcampaign_expected_payload_size.csv,324,178c218c542b843b606c0f9b65f94e8df66b182895dfd3e0ac427933610d33c2,table,3
oaci/reports/c66_tables/microcampaign_sampling_plan.csv,1419,71a5f767c68c7e1c8bb2f286e3a33dc16c799a13736131ffccc1dfd616641f70,table,6
oaci/reports/c66_tables/model_abi_compatibility_ledger.csv,578,49015aaf47049ac03317904c3c3e23f4846a5c98cecadfcab50ba8501c881e99,table,7
oaci/reports/c66_tables/preprocess_contract_inventory.csv,511,990efc1897593603b3e657ab5bece9420264da6cb7a1ee0bc56a0804948ada21,table,9
oaci/reports/c66_tables/red_team_failure_ledger.csv,1164,ecf8312b15f4d1ef94e03a2f087566ccbe946657f1d32db499d951ad05ee5c4b,table,16
oaci/reports/c66_tables/representation_hook_contract.csv,331,9c29e7d57ce1621a2e0fb623576725e0a424c2ca1e0066f28a7ecd9ee2f12ccd,table,4
oaci/reports/c66_tables/sample_level_cs_feasibility.csv,387,fe4177d791c0e7a7276bac6f8a6c470c03e3b7cb677512e25eccc8e2348d1e80,table,4
oaci/reports/c66_tables/schema_validation_summary.csv,990,46170a6fd358dc89122803daabf6523b17afbb54cc3a0709ccdadd45970b754e,table,26
oaci/reports/c66_tables/sidecar_schema_summary.csv,550,c631886075f0dd0f954ed219063b90d466453d868a17a0e62d01cb0911fbb57e,table,1
oaci/reports/c66_tables/split_label_feasibility_on_cache.csv,234,c5f166c3becab790dcbd9717cd204d1b8bcfa8fbe825e097282136b601ea48d3,table,4
oaci/reports/c66_tables/split_label_protocol.csv,483,f46e9edae6ed02427919b8c9815192c6afb4e1c981b9a31467d3024f1cba5133,table,4
oaci/reports/c66_tables/state_dict_key_shape_summary.csv,481,88882b3ad183d7a55e05e057e65c3f2a59fcc770f8ea965c45038eb509d6966d,table,10
oaci/reports/c66_tables/test_command_manifest.csv,651,80a4ef5373ec91e9c0d9d55634b184f9ee68405db470e781c9f327fd2a871299,table,4
oaci/reports/c66_tables/trial_cache_schema.csv,1214,c933a4b8b749e1f35ea739a706cea6cdf0981ef285055286831d4f7ad1695d64,table,29
oaci/reports/c66_tables/trial_cache_schema.json,8092,4107204f22ca3798b6eca19146aab336b7f9c94495b1a185696e94c050407d30,summary_json,
