path,size_bytes,sha256,artifact_class,row_count
oaci/reports/C61_CONDITIONAL_OBSERVABILITY_DIVERGENCE.json,3189,a28e6f5cd2f5d1564f15cd68cda83e4a5f5cb688f3f14d61f2a4514675bacf88,summary_json,
oaci/reports/C61_CONDITIONAL_OBSERVABILITY_DIVERGENCE.md,3388,e6e6e27500fe27992a2faab635b51867175badb70918b2710e5e6cb55ff435ae,report,
oaci/reports/C61_FRAMEWORK_TEMPLATE.md,595,0e060ef541c806c5c5bdccdd006d2b387a14e022e7480a7560e3afc5a526eade,report,
oaci/reports/C61_INSTRUMENTATION_IMPLICATIONS.md,406,182222def843f05995939b80b695909ba6d5aeb7484d6684ceb9d2a264ed9830,report,
oaci/reports/C61_RED_TEAM_VERIFICATION.md,1440,b757aae7fe08e18519ede5048442848d9e454e7e850162b95f38c5e5fb6d68c2,report,
oaci/reports/C61_SOURCE_ESCAPE_HATCH_RED_TEAM.md,363,0e9e34c971d448a186f4c7efec86792cf379326ab59c2edcf3680f61edb6ec80,report,
oaci/reports/c61_tables/cod_availability_ledger.csv,556,bf720985a47b1120a01001075558eed14823dfdf03463742864e85ac66fd783b,table,6
oaci/reports/c61_tables/cod_bandwidth_support_sensitivity.csv,783,98fccba1c9bf032400303bd437d5c4d3e2d43dae0b32daa9deda3620e4079da3,table,5
oaci/reports/c61_tables/cod_estimator_summary.csv,1863,b365fcbc0fcf4362c8abe19d51c7fdb83ab139bf694f948de0c2a3601fa59428,table,6
oaci/reports/c61_tables/cod_null_calibration.csv,914,979e08b28cf418c4890338d18328ac32d6540f0aead7df9ae9206c2ef4eb71ad,table,5
oaci/reports/c61_tables/conditional_cs_to_oaci_mapping.csv,1012,0e01fe6b5a7b5a0c987000bf6ba38fbaa7c3316f146c1a2e0b95de57ba2130ca,table,7
oaci/reports/c61_tables/conditional_observability_spec.csv,854,93060bd7f7e819e636a30f84bce9a0d15d1e0607d3e7d2011dacf093039c235e,table,8
oaci/reports/c61_tables/conditional_screening_summary.csv,580,252d4cb513110cc0206b418e2daa109be6b2679eff757094e52b7521a0d37710,table,4
oaci/reports/c61_tables/eeg_cod_cell_ledger.csv,344,ccd01af58d30a4239ebe2bc9ab86f025045d39c350a70cb796d7ebcd040137ea,table,4
oaci/reports/c61_tables/eeg_cod_ladder_summary.csv,2220,ddc0d4e98a99f30fd7510b44ed9a4b938e5047782a8f0371ab44efef57abd888,table,6
oaci/reports/c61_tables/eeg_cod_vs_hit_ladder.csv,730,c4d153fc09fadf9c93cddfe985f649c77160480adcbf563db5dd834fb38dde05,table,5
oaci/reports/c61_tables/endpoint_after_template_screening.csv,457,8410ac97deca781927b08d11bb20d044e370b5045f3fca9d14c0641285ae755b,table,3
oaci/reports/c61_tables/forbidden_claim_scan.csv,662,5dd381b85aea048f03f90295d4b680cd03d00301daeb538394765e4e49e40f84,table,20
oaci/reports/c61_tables/future_training_need_matrix.csv,642,7b6bc92977724af5885993593d40d2873eb834d398f06b9bd751e0c9c9bcb661,table,6
oaci/reports/c61_tables/information_class_variable_ledger.csv,657,79098e7479db5bef42ea112e01f62eacffce4d2f7453dad23e64f6ed180ac0f7,table,7
oaci/reports/c61_tables/red_team_failure_ledger.csv,1273,edd7dd87c1a34908922b9ab2ebd5797e650fcf8f979048b1a4b6b1f24ab76186,table,16
oaci/reports/c61_tables/same_label_oracle_boundary_checks.csv,579,cb5f12a0c52ccb20a8432bf5ee15bc25d3ff04b8d2c1c88b2dca8adc82f925f9,table,5
oaci/reports/c61_tables/schema_validation_summary.csv,917,53002e9f5d18f086860c974e2b0327a969dabfdb3053ec24f11a1eaedc0f78a8,table,23
oaci/reports/c61_tables/source_observable_cod_adversary.csv,456,7370e3700ee7555d97b9a896578846adcf97d435c98870e5728daa82d6f040e5,table,4
oaci/reports/c61_tables/subagent_audit_manifest.csv,704,0571b522b2c43aa7f71afcac8041042a93251963d8a26bfec307f49eb896b141,table,10
oaci/reports/c61_tables/synthetic_rank_gauge_cod_summary.csv,1870,9ac91e2a5789db1cef7583eef9eb42d087c5b65f3bd869c580e5778f0b853713,table,7
oaci/reports/c61_tables/synthetic_rank_gauge_parameter_grid.csv,1979,3cb7ac3e59f7efa3698b4ce2ee7e9ab48785125ec5c894351185ae242bb7e562,table,7
oaci/reports/c61_tables/test_command_manifest.csv,552,21b791875e47e0c4a01f6ca4ce992b4c21449d84bd28aeb5ad22415f8ab22409,table,4
oaci/reports/c61_tables/training_gate_decision_matrix.csv,329,a19b10802979cd43191e03dfeeed0af38eb96dba00b4b78b562fb8b3d360e8bd,table,7
